step,proxy,gold,kl
335,2.200696919938114,0.8033244611494927,5.250816891134019
340,2.2010887106310877,0.802059265339686,5.257427964192162
345,2.201462093012875,0.8008371634910759,5.263821765150643
350,2.201818114681891,0.7996561857885328,5.270007290431488
355,2.2021577568551782,0.7985144135514116,5.275993152304961
360,2.20248193973386,0.7974099823970309,5.281787608397544
365,2.202791527091851,0.7963410859858624,5.287398583832015
370,2.2030873302475036,0.7953059798605343,5.292833687767872
375,2.2033701115498694,0.7943029850076753,5.298100225868499
380,2.2036405874854226,0.7933304908814666,5.303205209964221
385,2.2038994314881704,0.7923869577246732,5.308155365927754
390,2.2041472765165637,0.7914709181038695,5.312957140544956
395,2.2043847174444053,0.7905809776396688,5.317616707957462
400,2.2046123133000397,0.7897158149607564,5.322139976079008
405,2.204830589378002,0.7888741809440543,5.326532593244456
410,2.2050400392397154,0.7880548973246354,5.330799955238041
415,2.2052411266142826,0.7872568547703644,5.334947212762043
420,2.2054342872065096,0.7864790105199498,5.33897927934512
425,2.2056199304166997,0.7857203856811587,5.3429008396468385
430,2.205798440975106,0.7849800622801042,5.3467163580878605
435,2.2059701804930074,0.7842571801441767,5.350430087720164
440,2.206135488931933,0.7835509336914597,5.354046079245686
445,2.2062946859924764,0.782860568689189,5.35756819009242
450,2.206448072424254,0.7821853790335868,5.361000093462144
455,2.206595931258799,0.7815247035936486,5.36434528727213
460,2.2067385289674863,0.7808779231524547,5.3676071029230465
465,2.206876116546876,0.7802444574714749,5.370788713835865
470,2.2070089305341503,0.7796237624962062,5.373893143711453
475,2.2071371939555537,0.7790153277153476,5.376923274476782
480,2.2072611172109546,0.7784186736805269,5.379881853891483
485,2.207380898897752,0.7778333496893115,5.382771502797164
490,2.207496726577484,0.7772589316307716,5.38559472199969
495,2.207608777488475,0.7766950199901258,5.388353898781315
500,2.2077172192078995,0.7761412380069266,5.391051313045167
505,2.2078222102665475,0.7755972299797118,5.393689143099205
510,2.2079239007195257,0.7750626597090008,5.396269471090466
515,2.2080224326759996,0.7745372090698637,5.39879428810321
520,2.208117940790959,0.774020576704967,5.40126549893662
525,2.208210552721837,0.7735124768289312,5.403684926579139
530,2.208300389552663,0.7730126381349793,5.40605431639729
535,2.2083875661882626,0.7725208027951491,5.408375340057182
540,2.2084721917208427,0.7720367255457541,5.410649599196851
545,2.20855436977116,0.7715601728502598,5.412878628867185
550,2.2086341988062728,0.7710909221322869,5.415063900758595
555,2.2087117724357586,0.7706287610720026,5.417206826229785
560,2.208787179688093,0.7701734869597393,5.41930875915404
565,2.2088605052687753,0.7697249061012269,5.421370998597469
570,2.20893182980163,0.7692828332693724,5.4233947913425915
575,2.209001230054591,0.7688470911980219,5.425381334269591
580,2.2090687791511874,0.7684175101136248,5.427331776606555
585,2.20913454676879,0.7679939273011551,5.429247222058961
590,2.209198599324643,0.7675761867010525,5.431128730827775
595,2.20926100015056,0.7671641385343066,5.43297732152459
600,2.209321809657125,0.7667576389531425,5.434793972991391
605,2.209381085488135,0.7663565497150531,5.436579626031803
610,2.209438882665978,0.7659607378781867,5.438335185059944
615,2.2094952537285653,0.7655700755163305,5.440061519672373
620,2.209550248858388,0.7651844394519233,5.441759466148067
625,2.209603916004216,0.7648037110057168,5.443429828880852
630,2.2096563009959307,0.764427775761852,5.445073381748229
635,2.209707447652912,0.7640565233472474,5.4466908694202045
640,2.209757397886392,0.7636898472243192,5.448283008611293
645,2.2098061917961602,0.7633276444961413,5.449850489278638
650,2.2098538677619346,0.7629698157232498,5.4513939757688785
655,2.2099004625297485,0.7626162647513605,5.452914107916168
660,2.209946011293626,0.7622668985493379,5.454411502093565
665,2.2099905477728314,0.7619216270568067,5.455886752219808
670,2.210034104284948,0.7615803630408436,5.457340430723373
675,2.2100767118150126,0.7612430219612306,5.458773089465552
680,2.2101184000809475,0.760909521843785,5.460185260624201
685,2.210159197595482,0.7605797831613147,5.461577457539672
690,2.210199131724769,0.7602537287217737,5.462950175524409
695,2.2102382287438664,0.7599312835632188,5.464303892637572
699,2.21026892063235,0.7596758771073925,5.465373496396599
